time,Label,author,title,summary,description,article_text,url
"March 26, 2020 09:45 AM IST",1,Rakesh Patil,Cipla share price gains over 3% on USFDA approval,"Cipla share price gained more than 3 percent intraday on March 26 after the company received final USFDA approval for Esomeprazole.
The company has received final approval for its Abbreviated New Drug Application (ANDA) for Esomeprazole for Oral Suspension 10mg, 20mg and 40mg from the United States Food and Drug Administration (US FDA).
Cipla is the first company to file for the 10mg strength.
According to IQVIA (IMS Health), Nexium and its generic equivalents had US sales of approximately $70 million for the 12-month period ending November 2019.
At 09:38 hrs, Cipla was quoting at Rs 385.00, up Rs 8.30, or 2.20 percent on the BSE.",The company received final approval for its ANDA for Esomeprazole  from USFDA.,"Cipla share price gained more than 3 percent intraday on March 26 after the company received final USFDA approval for Esomeprazole.

The company has received final approval for its Abbreviated New Drug Application (ANDA) for Esomeprazole for Oral Suspension 10mg, 20mg and 40mg from the United States Food and Drug Administration (US FDA).

Cipla is the first company to file for the 10mg strength.

Esomeprazole is AB-rated generic therapeutic equivalent version of AstraZeneca Pharmaceutical's Nexium.

According to IQVIA (IMS Health), Nexium and its generic equivalents had US sales of approximately $70 million for the 12-month period ending November 2019.

The product is available for shipping immediately, the company said in release.

At 09:38 hrs, Cipla was quoting at Rs 385.00, up Rs 8.30, or 2.20 percent on the BSE.",https://www.moneycontrol.com/news/business/stocks/cipla-share-price-gains-over-3-on-usfda-approval-5074161.html
"March 26, 2020 11:21 AM IST",2,Sandip Das,Caplin Point share price zooms 13% on USFDA nod for Verapamil Hydrochloride Injection,"Share price of Caplin Point Laboratories jumped more than 13 percent intraday on March 26 after the company got United States Food and Drug Administration (USFDA) approval for Verapamil Hydrochloride Injection USP.
Caplin Steriles has been granted final approval for its abbreviated new drug application (ANDA) Verapamil Hydrochloride injection USP, 5 mg/2 mL (2.5 mg/mL) and 10 mg/4 mL (2.5 mg/mL) single-dose vial, a generic therapeutic equivalent version of (RLD), Isoptin Injection, 2.5 mg/mL, of Mt.
""We are pleased to receive another approval under Caplin Steriles name and we would be launching this product in the US soon.
The stock price gained over 16 percent in the last 3 days and was quoting at Rs 232, up Rs 28.15, or 13.81 percent.
It was trading with volumes of 7,193 shares, compared to its five day average of 8,675 shares, a decrease of -17.09 percent.","It was trading with volumes of 7,193 shares, compared to its five day average of 8,675 shares.","Share price of Caplin Point Laboratories jumped more than 13 percent intraday on March 26 after the company got United States Food and Drug Administration (USFDA) approval for Verapamil Hydrochloride Injection USP.

Caplin Steriles has been granted final approval for its abbreviated new drug application (ANDA) Verapamil Hydrochloride injection USP, 5 mg/2 mL (2.5 mg/mL) and 10 mg/4 mL (2.5 mg/mL) single-dose vial, a generic therapeutic equivalent version of (RLD), Isoptin Injection, 2.5 mg/mL, of Mt. Adams Technologies LLC, the company said in a filing to the exchanges.

""We are pleased to receive another approval under Caplin Steriles name and we would be launching this product in the US soon. We're also expecting a couple more approvals shortly, which should enhance our revenue traction in the US,"" said CC Paarthipan, Chairman of Caplin Point Laboratories.

The stock price gained over 16 percent in the last 3 days and was quoting at Rs 232, up Rs 28.15, or 13.81 percent. It was trading with volumes of 7,193 shares, compared to its five day average of 8,675 shares, a decrease of -17.09 percent.",https://www.moneycontrol.com/news/business/markets/caplin-point-share-price-zooms-13-on-usfda-nod-for-verapamil-hydrochloride-injection-5074691.html
"March 25, 2020 05:10 PM IST",2,Nishant Kumar,HDFC Bank shares surge 12%; Morgan Stanley says the stock is well positioned in uncertain times,"Morgan Stanley in a report on March 23 said the stock is well placed in uncertain times.
This is allowing the bank to take a disproportionate share in various high margin businesses,"" Morgan Stanley said.
Depending on the duration, this will negatively impact earnings owing to moderation in loan growth, lower margins, slower growth in fee income and higher NPLs.
However, Morgan Stanley sees these being partially offset by lower variable costs and higher treasury gains (given lower bond yields).
On growth, Morgan Stanley expects the strong trends to continue, beyond the current COVID-19 outbreak and estimate 18-20 percent loan growth over the next three to five years.","The current selloff in the market has hit this bluechip stock too as the stock has fallen 30 percent since February 1, in sync with the benchmark Nifty which is also 30 percent down for the same period.","Snapping the losing run of the last three consecutive sessions, shares of HDFC Bank ended with a strong gain of 12.41 percent at Rs 863 on NSE on March 25.

The current selloff in the market has hit this bluechip stock too as the stock has fallen 30 percent since February 1, in sync with the benchmark Nifty which is also 30 percent down for the same period.

HDFC Bank is still among the top picks of many brokerages.

Morgan Stanley in a report on March 23 said the stock is well placed in uncertain times.

""Structurally, HDFC Bank is in an extremely sweet spot, we believe. It has the lowest cost of disintermediation and there is almost no balance-sheet stress, unlike most of its competitors. Moreover, the bank has been a front-runner in digitisation and has improved its product distribution capabilities in interior India (branches, CSC tie-ups, merchant acquisition points). This is allowing the bank to take a disproportionate share in various high margin businesses,"" Morgan Stanley said.

The global brokerage firm has an 'overweight' rating on the stock with a target price of Rs 1,285.

""After the sell-off, valuations are below the global financial crisis (GFC) lows and pricing in material stress on earnings, we believe. Uncertainty as to the duration of the lockdown will keep the stock volatile, but we see attractive risk-reward given a strong balance sheet, improved profitability and high growth potential.,"" said Morgan Stanley in a note.

HDFC Bank's recent initiatives are performing well and have the potential to drive sustained growth of more than 20 percent as the economy stabilises, Morgan Stanley underscored.

""We view payments, expansion into semi-urban and rural markets (SURU) and MSME as strong growth engines where profits can grow at 20-25 percent annually over the medium-term,"" Morgan Stanley said.

The global brokerage highlighted that over the past few years, the bank has improved digitization capabilities, strengthened distribution and accelerated deposit share gains.

As an output, the bank is already seeing accelerated customer acquisitions, a pickup in loan growth in SURU markets, and strong growth in payments, distribution fees and MSME loans, Morgan Stanley said.

The sharp increase in social distancing measures amid COVID-19 could have a material impact on HDFC Bank's earnings.

Depending on the duration, this will negatively impact earnings owing to moderation in loan growth, lower margins, slower growth in fee income and higher NPLs. However, Morgan Stanley sees these being partially offset by lower variable costs and higher treasury gains (given lower bond yields).

Morgan Stanley believes the stock's returns could be very strong over the next 2-3 years and said that the earnings compounding beyond the next few quarters will remain strong at a CAGR of over 20 percent, while valuation normalisation merely to historical mean levels would drive more than 100 percent upside over 2-3 years.

On growth, Morgan Stanley expects the strong trends to continue, beyond the current COVID-19 outbreak and estimate 18-20 percent loan growth over the next three to five years.

The above report is compiled from information available on public platforms. Moneycontrol advises users to check with certified experts before taking any investment decisions.",https://www.moneycontrol.com/news/business/markets/hdfc-bank-shares-surge-12-morgan-stanley-says-the-stock-well-positioned-in-uncertain-times-5071931.html
"March 25, 2020 03:24 PM IST",2,Sandip Das,"D-Street Buzz: 206 stocks hit upper circuit of BSE; volumes of RIL, Axis Bank surge","Banking stocks are also buzzing led by Kotak Mahindra Bank which jumped over 12 percent followed by HDFC Bank, ICICI Bank, Axis Bank, RBL Bank and IDFC First Bank.
It was trading with volumes of 1,342,708 shares, compared to its five day average of 1,171,999 shares, an increase of 14.57 percent.
It was trading with volumes of 2,351,859 shares, compared to its five day average of 2,395,535 shares, a decrease of -1.82 percent.
It was trading with volumes of 117,502,384 shares, compared to its five day average of 1,324,785 shares, an increase of 8,769.54 percent.
Vodafone Idea was trading with volumes of 19,413,389 shares, compared to its five day average of 92,130,832 shares, a decrease of -78.93 percent.",Experts believe the market is riding the optimism about a stimulus package by the government.,"The Indian stock market has witnessed a strong short covering bounce with Sensex up 1,928.83 points or 7.23% at 28602.86, and the Nifty jumping 535.85 points or 6.87% at 8336.90. All sectoral indices are trading in the green with the banking, energy and the infra index spiking 6-7 percent each.

Experts believe the market is riding the optimism about a stimulus package by the government. On March 24, the Finance Minister said that an economic package was being worked upon and it may come soon. Deutsche Bank expects fiscal stimulus to be about 2 percent of India's GDP.

Reliance Industries share price surged over 16 percent and is the top index gainer after reports of Facebook eyeing 10 percent stake in Reliance Jio.

Experts and brokerage believe RBI will go for a rate cut of at least 60 bps in the coming policy meet. A 50 bps rate cut by the RBI is expected but easing monetary conditions will need to be accompanied by regulatory forbearance, JP Morgan said. Deutsche Bank expects RBI to cut rates by 100 bps in the coming months. Barclays expects RBI to cut rate by 65 bps in April and added that an additional 100 bps cut is required between June-August to stabilise sentiment.

Banking stocks are also buzzing led by Kotak Mahindra Bank which jumped over 12 percent followed by HDFC Bank, ICICI Bank, Axis Bank, RBL Bank and IDFC First Bank.

206 stocks hit upper circuit on BSE including Avenue Supermarts, HDFC, NIIT Tech, Cholamandalam Investment, ICICI Securities, Finolex Industries and Quess Corp among others.

The stocks which moved the most with respect to volumes included Axis Bank which was one of the top index gainer, jumping over 6 percent. It was trading with volumes of 1,342,708 shares, compared to its five day average of 1,171,999 shares, an increase of 14.57 percent. Share price of State Bank of India added 3 percent and was trading with volumes of 3,470,154 shares, compared to its five day average of 4,832,442 shares, a decrease of -28.19 percent.

Private banking major ICICI Bank share price spiked over 7 percent. The stock also hit upper circuit of Rs 326.25 intraday on March 25. It was trading with volumes of 2,351,859 shares, compared to its five day average of 2,395,535 shares, a decrease of -1.82 percent.

Reliance Industries share price surged almost 17 percent and witnessed spurt in volume by more than 66.17 times. It also touched upper circuit of Rs 1131.70 per share. It was trading with volumes of 117,502,384 shares, compared to its five day average of 1,324,785 shares, an increase of 8,769.54 percent.

Vodafone Idea was trading with volumes of 19,413,389 shares, compared to its five day average of 92,130,832 shares, a decrease of -78.93 percent.

Disclosure: Reliance Industries Ltd. is the sole beneficiary of Independent Media Trust which controls Network18 Media & Investments Ltd.

: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.​",https://www.moneycontrol.com/news/business/markets/d-street-buzz-206-stocks-hit-upper-circuit-of-bse-volumes-of-ril-axis-bank-sbi-icici-bank-surge-5071801.html
"March 26, 2020 10:27 AM IST",-2,Kshitij Anand,The retail investors are the biggest losers of COVID-19 related sell-off: Srinath Sridharan,"How much more pain can the Indian retail investors take?
With markets being highly volatile, the pain is felt highest by the retail investors as they cannot get out as quickly from the markets as Institutional investors can.
Look at the data of the proportion of retail investors in any major stock.
It has increased not due to their love of those stocks, but due to the institutional investors exiting those stocks before the retail investors could!
Retail investors do not have access to the depth of research or options of using algo-trading that most of the institutional investors have.","Impact on retail investors of the 4 Ps which stands for Paisa, Pain, Pandemic, and Pledges amid the COVID-19 outbreak.","Srinath Sridharan

There has been a lot of noise from those claiming to be pro-markets about keeping the capital markets open, despite the daily free-fall of the indices.

How much more pain can the Indian retail investors take? With markets being highly volatile, the pain is felt highest by the retail investors as they cannot get out as quickly from the markets as Institutional investors can.

Look at the data of the proportion of retail investors in any major stock. It has increased not due to their love of those stocks, but due to the institutional investors exiting those stocks before the retail investors could!

Retail investors do not have access to the depth of research or options of using algo-trading that most of the institutional investors have.

With the fiscal year-end looming around in the next few days, the DIIs and FIIs will exit to stop losses or book profits, further!

Also, there would be arguments by some economists, that we as an economy are free markets, hence, should not stifle the market by shutting it.

Arguments have been made about capital markets providing liquidity. Yes, but at whose cost or capital? The current economy reminds me of the adage “Return OF capital is more important than Return ON capital”.

We are not a mature financial market. Or a deep economy yet.

So the folks who get hurt the most in a volatile growing economy are the retail investors.

For an economy, where financial instruments had been few in number, we have used the concept of cash, gold, real estate.

Slowly over the past 2 decades, we had built consumer confidence in our bourses to participate in equities market investments. The mutual fund industry has been doing yeomen service in building consumer confidence.

However, in the past few years of structural shifts with the introduction of demonetisation, RERA, GST and the past 2 years of liquidity crisis in the economy, fixed deposits & equities (direct or through Mutual funds) have been seen as a safer alternative to investing option.

With banking industry having its own imagery issues due to NPA clean-up, FDs started moving to PSBs. Typically, in mature capital markets, intra-day fall is not high. Whereas in our market, even the Sensex is volatile.",https://www.moneycontrol.com/news/business/markets/the-retail-investors-are-the-biggest-losers-of-covid-19-related-sell-off-srinath-sridharan-5074361.html
"March 26, 2020 11:36 AM IST",1,Sunil Matkar,LT Foods shares gain over 4% after CRISIL reaffirms long-term rating on loans,"Shares of rice maker LT Foods rallied 4.5 percent intraday on March 26 after CRISIL reaffirmed long term rating on the company's bank loan facilities.
""CRISIL has reaffirmed the long term rating at A- and the short term rating at A2+,"" company said in its BSE filing.
The outlook on the long term bank loan facilities has been revised to Stable, it added.
CRISIL in its note said the ratings continued to reflect the LT group's strong market position in the basmati rice industry, resulting in sales growth and stable profitability.
The stock was trading at Rs 15.95, up Rs 0.35 or 2.24 percent on the BSE at 11:19 hours.",The outlook on the long term bank loan facilities has been revised to Stable by CRISIL.,"Shares of rice maker LT Foods rallied 4.5 percent intraday on March 26 after CRISIL reaffirmed long term rating on the company's bank loan facilities.

""CRISIL has reaffirmed the long term rating at A- and the short term rating at A2+,"" company said in its BSE filing.

The outlook on the long term bank loan facilities has been revised to Stable, it added.

CRISIL in its note said the ratings continued to reflect the LT group's strong market position in the basmati rice industry, resulting in sales growth and stable profitability.

The ratings also factored in the group's diversified geographical reach through strong brands, (Daawat in the domestic market, and Royal in the US market), an established marketing network, and improving financial risk profile,"" it added.

""These strengths are partially offset by the working capital requirements, and susceptibility to volatile raw material prices, and any adverse changes in government policies,"" the rating agency said.

The stock was trading at Rs 15.95, up Rs 0.35 or 2.24 percent on the BSE at 11:19 hours.",https://www.moneycontrol.com/news/business/markets/lt-foods-shares-gain-over-4-after-crisil-reaffirms-long-term-rating-on-loans-5074811.html
"March 26, 2020 11:00 AM IST",1,Sandip Das,"L&T share jumps 4% after Morgan Stanley remains overweight, sees opportunity for long-term investors","Share price of Larsen & Toubro jumped over 4 percent intraday on March 26 after global reserach firm Morgan Stanley maintained an overweight stance on the stock with target of Rs 941 per share.
The firm is of the view that sharp correction in the stock price of L&T provides a good opportunity for long-term investors.
The company will also build 220kV substations in Nepal and set up 380kV and 230kV transmission-line corridors in Saudi Arabia.
The stock price gained 10 percent in the last 3 days and was quoting at Rs 800, up Rs 33.45, or 4.36 percent.
It was trading with volumes of 120,654 shares, compared to its five day average of 464,204 shares, a decrease of -74.01 percent.",Morgan Stanley believes that key catalyst includes potential buyback or special dividend from the company adding that L&T may witness stronger domestic order from H2FY21.,"Share price of Larsen & Toubro jumped over 4 percent intraday on March 26 after global reserach firm Morgan Stanley maintained an overweight stance on the stock with target of Rs 941 per share.

The firm is of the view that sharp correction in the stock price of L&T provides a good opportunity for long-term investors.

L&T trades at relative P/B multiple of 0.7x, the brokarage firm said. It is of the view that key catalyst includes potential buyback or special dividend from the company adding that L&T may witness stronger domestic order from H2FY21.

The company's board has approved the first interim dividend of Rs 10 per equity share, which is 500 percent on the face value of Rs 2 each, for the financial year 2019-20. The record date for the purpose of determining the entitlement of the equity shareholders for the dividend is March 26, 2020, the company said in a filing to the exchanges.

Larsen & Toubro won an order for design, supply, installation and commissioning of power transmission infrastructure for the 800-MW Rupsha power plant in Bangladesh. The company will also build 220kV substations in Nepal and set up 380kV and 230kV transmission-line corridors in Saudi Arabia.

The stock price gained 10 percent in the last 3 days and was quoting at Rs 800, up Rs 33.45, or 4.36 percent. It was trading with volumes of 120,654 shares, compared to its five day average of 464,204 shares, a decrease of -74.01 percent.",https://www.moneycontrol.com/news/business/markets/lt-share-price-jumps-4-after-morgan-stanley-remains-overweight-sees-opportunity-for-long-term-investors-5074631.html
"March 25, 2020 01:56 PM IST",2,Nishant Kumar,D-Street Buzz: Telecom stocks ring loud; shares of Bharti Airtel surge 8%,"Most telecom stocks traded with healthy gains in intraday trade, giving a boost to their sectoral index on BSE on March 25.
Shares of Bharti Airtel, HFCL, Vindhya Telelinks, OnMobile Global and ITI traded with healthy gains, jumping up to 8 percent.
The BSE Telecom index was 5.12 percent up at 939.19 around 13:40 hours IST.
Among the sectoral indices, bank, finance, energy traded with strong gains of up to 9 percent.
All sectoral indices were in the green.","Among the sectoral indices, bank, finance, energy traded with strong gains. All sectoral indices were in the green.","Most telecom stocks traded with healthy gains in intraday trade, giving a boost to their sectoral index on BSE on March 25.

Shares of Bharti Airtel, HFCL, Vindhya Telelinks, OnMobile Global and ITI traded with healthy gains, jumping up to 8 percent.

The BSE Telecom index was 5.12 percent up at 939.19 around 13:40 hours IST.

Market benchmarks Sensex and Nifty were up 6 percent around that time. Among the sectoral indices, bank, finance, energy traded with strong gains of up to 9 percent. All sectoral indices were in the green.

The share price of Reliance Industries (RIL) jumped over 8 percent and is the top index gainer pushing the stock market higher after media reports indicated that Facebook may pick up stake in Jio.

The social media giant Facebook Inc is in talks to buy a 10 percent stake in billionaire Mukesh Ambani's telecom and internet services venture Reliance Jio, said a Financial Times report on March 24.

Meanwhile, the coronavirus outbreak will deal a huge blow to the Indian economy and the country's April-June GDP may drop to negative 5 percent year-on-year or even more, brokerages have said.

JP Morgan said quantifying the near-term cost of the lockdown was difficult but about 60 percent of the GDP would be significantly impacted.",https://www.moneycontrol.com/news/business/markets/d-street-buzz-telecom-stocks-ring-loud-shares-of-bharti-airtel-surge-8-5071081.html
"March 25, 2020 02:19 PM IST",2,Sunil Matkar,"This stock was the biggest gainer of 2019, experts retain buy","Indian Railway Catering & Tourism Corporation (IRCTC) was the real gem of 2019 as the stock has given a 192 percent return in just two-and-half-months after listing on bourses on October 14.
As on February 25, the stock was up 510 percent from the listing price at record closing high of Rs 1,951.95.
""IRCTC is bracing for a hit on operational profitability as Covid-19 has brought travel & tourism activity to a complete standstill.
""In addition, on-board catering and services of tourist trains including the newly launched Tejas Express have also been suspended for the time being.
IRCTC is debt-free with a cash balance of Rs 1,160 crore as of December 2019.","IRCTC is debt free with cash balance of Rs 1,160 crore as of December 2019. Thus, it can tide over current crisis without leveraging the balance sheet, the brokerage feels.","Indian Railway Catering & Tourism Corporation (IRCTC) was the real gem of 2019 as the stock has given a 192 percent return in just two-and-half-months after listing on bourses on October 14.

The rally further extended in 2020 as well. As on February 25, the stock was up 510 percent from the listing price at record closing high of Rs 1,951.95. But thereafter it fell 56 percent from highs.

The reason behind rally seen before correction was its monopolistic position in railway ticketing, drinking water and catering services to railways, whereas the fall in last one month was entirely due to novel coronavirus-led global turmoil and lockdown in country.

""IRCTC is bracing for a hit on operational profitability as Covid-19 has brought travel & tourism activity to a complete standstill. Pre-Covid, on an average around 8.5 lakh tickets were booked each day. However, the figure has declined to around 5.5 lakh tickets per day due to delay in travel plans,"" Prabhudas Lilladher said.

Given that passenger train services are completely suspended and leisure travel will take time to pick-up the figure can go down further, according to the brokerage.

""In addition, on-board catering and services of tourist trains including the newly launched Tejas Express have also been suspended for the time being. Sales of packaged drinking water will also take a hit given the lockdown type scenario,"" it said.

Its sensitivity analysis revealed revenue foregone/operational expenses burn (largely fixed in nature with some variable component) can be in the region of Rs 262.5 crore/Rs 45.9 crore if there is a complete lockdown for one month.

But despite near term challenges, Prabhudas Lilladher believes IRCTC is best placed to bounce back once Covid fear resides as structural levers remain intact. ""The stock currently trades at 13.6x FY22 EPS and looks attractive with a long-term perspective. Retain buy.""

However, the brokerage said it would advise staggered buying and did not rule out near term weakness given the constantly evolving situation over lockdown.

""Further, risk of reduction/abolishment in service charge has magnified as Covid is a black swan event and government can take a socialist approach to deal with the current situation,"" it added.

Prabhudas Lilladher estimated the impact on IRCTC's earnings if there is a 1-month complete lockdown. ""In case of suspension, total revenue foregone can be in the region of Rs 262.5 crore per month and the operational expenses burn (largely fixed in nature with some variable component) could be in the region of Rs 45.9 crore per month.""

""Total revenue and EBIT impact in ticketing business can be in the region of Rs 65-70 crore per month and Rs 55-60 crore while fixed cost that will hit P&L during the suspension of services will be around Rs 10 crore per month,"" it explained.

In case of catering segment, revenue forgone per month could be Rs 117 crore (simply divided full-year revenue by 12) as it is difficult to predict seasonality, and there could be Rs 27.2 crore per month impact on Rail Neer revenue, it said.

""Tourism revenue forgone per month will be Rs 48.3 crore (simply divided full-year revenue by 12); however, the figure could be higher as Q1FY21 is peak season for travel,"" it added.

IRCTC is debt-free with a cash balance of Rs 1,160 crore as of December 2019. Thus, it can tide over the current crisis without leveraging the balance sheet, the brokerage feels.

: The above report is compiled from information available on public platforms. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",https://www.moneycontrol.com/news/business/markets/this-stock-was-the-biggest-gainer-of-2019-experts-retain-buy-5069481.html
"March 26, 2020 11:07 AM IST",1,Kshitij Anand,Silver lining for investors amid COVID-19 outbreak: Rajesh Cheruvu,"Rajesh CheruvuThe macro-economic effects of COVID-19 and its effects consequently on portfolio management are far-reaching.
Other sectors such as tyre, FMCG and downstream OMC companies stand to benefit from improved FCFs thanks to potential margin uptick.
Home Décor companies which used to face competition from imports from China (Tyres as well here) would also likely benefit from supply disruptions there.
In the long run, should COVID-19 pandemic prevail, stocks with safe-haven characteristics would be the go-to avenues?
Companies with significant exposure to China (such as certain Indian auto companies playing globally), and Commodity/Metal players could see some dent.",Long-term investors should use the market weakness and build positions in undervalued stocks,"Rajesh Cheruvu

The macro-economic effects of COVID-19 and its effects consequently on portfolio management are far-reaching. Due to the expected hit on global demand, crude oil is likely to slump further.

As a result, any company with crude oil linkages should benefit from margin compression provided they are at least able to just maintain top-lines.

Other sectors such as tyre, FMCG and downstream OMC companies stand to benefit from improved FCFs thanks to potential margin uptick.

Home Décor companies which used to face competition from imports from China (Tyres as well here) would also likely benefit from supply disruptions there.

In the long run, should COVID-19 pandemic prevail, stocks with safe-haven characteristics would be the go-to avenues?

IT Sector (preferably domestic-focused as most have relatively high foreign exposure that is linked to current muted demand), staples (except where there is no element of meat consumption), utilities and high dividend yield stocks can be attractive candidates.

In terms of direct risk, pharma companies that are not vertically (and backwardly) integrated could be at risk. Companies with significant exposure to China (such as certain Indian auto companies playing globally), and Commodity/Metal players could see some dent.

Consumer Electronics manufacturers that are reliant on China for providing them the basic components are another at-risk segment as are travel and related sectors.

At times like these, investors still having some dry powder left should focus on staggered and selective deployments with a strict and disciplined hawk-eye focus on both prices and valuations as this stands the test of time.

The current valuations looking at the past few years are certainly attractive, but correctly ascertaining the current true potency of the virus and the speed of its antigenic shift (mutation) vs. the speed with which the human immune system evolves to combat it remains an unknown.

Long-term investors should use the market weakness and build positions in undervalued stocks. Central banks have sprung to action with innovative methods of providing liquidity.

In the long run, equity markets should recover as global supply chains recover and demand sentiment picks up.

(The author is CIO, Validus Wealth)

Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",https://www.moneycontrol.com/news/business/markets/silver-lining-for-investors-amid-covid-19-outbreak-rajesh-cheruvu-5074451.html
"March 26, 2020 08:43 AM IST",0,Sandip Das,"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitesh Thakkar for short term","Powered by short-covering rally, benchmark indices on March 25 surged nearly 7 percent.
Among the sectoral indices, the BSE Energy index surged over 10 percent while the Bankex and Finance indices jumped 9 percent.
According to the pivot charts, the key support level is placed at 7,896.15, followed by 7,474.45.
If the index moves upward, key resistance levels to watch out for are 8,558.15 and 8,798.45.
The important pivot level, which will act as crucial support for the index, is placed at 17,164.33, followed by 15,847.57.","Mitesh Thakkar of miteshthakkar.com recommends buying HDFC with a stop loss of Rs 1,604, target of Rs 1,700 and Larsen & Toubro with a stop loss of Rs 739, target of Rs 785.","Powered by short-covering rally, benchmark indices on March 25 surged nearly 7 percent. Sensex jumped 2,116 points while Nifty topped 8,376 in intraday trade.

Among the sectoral indices, the BSE Energy index surged over 10 percent while the Bankex and Finance indices jumped 9 percent. All sectoral indices ended in the green.

According to the pivot charts, the key support level is placed at 7,896.15, followed by 7,474.45. If the index moves upward, key resistance levels to watch out for are 8,558.15 and 8,798.45.

The Nifty Bank index closed at 18,481.05, up 8.03 percent. The important pivot level, which will act as crucial support for the index, is placed at 17,164.33, followed by 15,847.57. On the upside, key resistance levels are placed at 19,269.03 and 20,056.96.

In an interview to CNBC-TV18, top market experts recommend which stocks to bet on for good returns:

Ashwani Gujral of ashwanigujral.com

Buy Muthoot Finance with a stop loss of Rs 580, target of Rs 640

Buy Balkrishna Industries with a stop loss of Rs 840, target of Rs 900

Buy HDFC Bank with a stop loss of Rs 850, target of Rs 910

Buy Kotak Mahindra Bank with a stop loss of Rs 1,270, target of Rs 1,340

Buy L&T Finance with a stop loss of Rs 50, target of Rs 64

Sudarshan Sukhani of s2analytics.com

Buy NTPC with a stop loss of Rs 78, target of Rs 83

Buy Indraprastha Gas with a stop loss of Rs 335, target of Rs 350

Buy Marico with a stop loss of Rs 241, target of Rs 255

Buy Strides Pharma with a stop loss of Rs 315, target of Rs 335

Mitesh Thakkar of miteshthakkar.com

Buy HDFC with a stop loss of Rs 1,604, target of Rs 1,700

Buy Larsen & Toubro with a stop loss of Rs 739, target of Rs 785

Sell Cummins India with a stop loss of Rs 380, target of Rs 345

Sell Lupin with a stop loss of Rs 580, target of Rs 540

The views and investment tips expressed by investment experts on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.​",https://www.moneycontrol.com/news/business/markets/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitesh-thakkar-for-short-term-65-5073481.html
"March 25, 2020 01:03 PM IST",2,Sandip Das,"D-Street Buzz: Auto stocks rally led by Maruti; Axis Bank, Bharti Airtel jump 9%","Among the auto names Maruti Suzuki jumped almost 10 percent and is the top index gainer followed by Bosch, Motherson Sumi, MRF, Mahindra & Mahindra, Eicher Motors and Tata Motors.
Banks are also trading in the green with Axis Bank jumping 9 percent while HDFC Bank gained 5 percent.
The other gainers included Bank of Baroda, Kotak Mahindra Bank and RBL Bank.
The most active stocks include Axis Bank, Reliance Industries, HDFC, HDFC Bank and ICICI Bank.
: Reliance Industries Ltd. is the sole beneficiary of Independent Media Trust which controls Network18 Media & Investments Ltd.","The most active stocks include Axis Bank, Reliance Industries, HDFC, HDFC Bank and ICICI Bank.","The Indian stock market has extended the morning gains on March 25 with Sensex up 1,035.65 points or 3.88 percent at 27709.68, and the Nifty jumping 286.95 points or 3.68 percent at 8088.

All sectoral indices are trading in the green with the banking and the auto index spiking over 3 percent each.

Among the auto names Maruti Suzuki jumped almost 10 percent and is the top index gainer followed by Bosch, Motherson Sumi, MRF, Mahindra & Mahindra, Eicher Motors and Tata Motors.

Banks are also trading in the green with Axis Bank jumping 9 percent while HDFC Bank gained 5 percent. The other gainers included Bank of Baroda, Kotak Mahindra Bank and RBL Bank.

Telecom stocks are also buzzing with Bharti Airtel gaining over 7 percent followed by Honeywell Automation and Bharti Infratel.

Reliance Industries share price jumped over 9 percent intraday on March 25 after media reports indicated that Facebook may pick up stake in Jio. The social media giant Facebook Inc is in talks to buy a 10 percent stake in billionaire Mukesh Ambani's telecom and internet services venture Reliance Jio, said a Financial Times report on March 24.

India VIX is down 4.98 percent and is trading at 79.45 level.

The most active stocks include Axis Bank, Reliance Industries, HDFC, HDFC Bank and ICICI Bank.

: Reliance Industries Ltd. is the sole beneficiary of Independent Media Trust which controls Network18 Media & Investments Ltd.",https://www.moneycontrol.com/news/business/markets/d-street-buzz-auto-stocks-rally-led-by-maruti-axis-bank-bharti-airtel-jump-9-5071031.html
