,time,Label,author,title,summary,description,article_text,url
50,"April 09, 2020 10:07 AM IST",0,Sandip Das,"Nifty likely to trade in 8,000-9,000 range; 5 stocks for 1-3 months investment","Overall, Nifty is likely to trade in a broader range of 8,000 and 9,000 levels before the next directional move.
Recent couple of sessions have seen high volumes.
Price has given breakout on upside from Bollinger Band with expansion of bands on daily chart indicating continuation of trend in the direction of breakout.
Dr Reddy's Laboratories: Buy | CMP: Rs 3683 | Stop loss: Rs 3500 | Target: Rs 4250 | Return: 15%Looking at broader monthly charts, the stock has formed rounding bottoming out pattern over four-year period.
Price has given breakout on upside from Bollinger Band with expansion of bands on daily chart indicating continuation of trend in the direction of breakout.","If VIX sustains above 50 levels, then pressure can be seen in the market. It needs to move below 40 levels for stability to return in the market.","Ashish Chaturmohta

Nifty witnessed a volatile session of trade. After opening in the negative, it rallied back immediately but couldn’t sustain at higher levels and closed lower. The Nifty closed at 8,749 levels down 0.49 percent for the day.

Broader market indices, BSE Midcap and Smallcap outperformed the benchmark indices with a gain of 1.9 percent and 1.86 percent, respectively, for the day. The market on NSE was negative with 2 stocks declining for every advance.

Intraday, Nifty touched high of 9,132 which is a 3-week high, but fresh selling emerged from higher levels. Thus, it formed a bearish shooting star candle on the daily chart. On a shorter time frame, the index has formed a bullish inverted head and shoulders pattern on the daily chart.

The index is facing resistance above 9,000 i.e. the neckline level, thus it must sustain above 9,000 for the market to move higher towards 9,500-9,600 levels. On the downside below 8,600 levels, the index can see a decline towards 8,360 levels.

Overall, Nifty is likely to trade in a broader range of 8,000 and 9,000 levels before the next directional move.

In Nifty April monthly expiry options, maximum open interest for Put is seen at strike price 8,000 followed by 7,500; while for Call maximum open interest is seen at 9,000 followed by 10,000. Nifty options distribution data is suggesting a wide range of 8000 and 9000.

India VIX index, a measure of volatility, after touching 11 year high of 86.6 has seen cooling off and currently at 52 levels. If VIX sustains above 50 levels, then pressure can be seen in the market. It needs to move below 40 levels for stability to return to the market.

Here are the top 5 stocks which are good bets for 1-3 months:

Alkem Laboratories: Buy | CMP: Rs 2671 | Stop loss: Rs 2535 | Target: Rs 3070 | Return: 15%

The stock witnessed major consolidation between Rs 1650 and Rs 2300 odd levels over almost 2-year period. Thus, it has formed a base for next leg of major uptrend. In January, the stock witnessed breakout from the base to touch high of Rs 2716 and then corrected Rs 2200 odd. It has taken support and bounced back to hit new all-time high of Rs 2736 in yesterday's session.

Recent couple of sessions have seen high volumes. Thus, indicating fresh buying participation in the stock in current market scenario. Price has given breakout on upside from Bollinger Band with expansion of bands on daily chart indicating continuation of trend in the direction of breakout. Relative strength index and Stochastic have given positive crossover with their respective averages on daily.

Thus, the stock can be bought at current levels and on dips to Rs 2630 with stop loss below Rs 2535 for target of Rs 3070 levels.

Dabur India: Buy | CMP: Rs 488 | Stop loss: Rs 463 | Target: Rs 560 | Return: 14%

The stock touched all-time high of Rs 525 in early March this year and then declined to Rs 386 levels. In the process, it corrected 78.6 percent Fibonacci retracement of the major rise from Rs 358 to Rs 525. Over the last 3 weeks, the stock has seen consolation between Rs 386 and Rs 455 levels.

Volumes have been above average at lower levels and breakout from consolidation has also happened on higher volumes. Thus, indicating buying participation in the stock. The price has moved above 200-day moving average after consolidating below it. Stochastic has given positive crossover with its average on daily chart. Thus, the stock can be bought at current levels and on dips to Rs 480 with stop loss below Rs 463 for target of Rs 560 levels.

Dr Reddy's Laboratories: Buy | CMP: Rs 3683 | Stop loss: Rs 3500 | Target: Rs 4250 | Return: 15%

Looking at broader monthly charts, the stock has formed rounding bottoming out pattern over four-year period. Volumes at lower levels have been high indicating accumulation in the stock. Now the stock is witnessing breakout on strong momentum and high volumes. Price has given breakout on upside from Bollinger Band with expansion of bands on daily chart indicating continuation of trend in the direction of breakout.

The Average Directional Index (ADX) line, indicator of trend strength is turning up from equilibrium level of 20 with rising Plus Directional line on daily chart. Thus, stock can be bought at current levels and on dips to Rs 3625 with stop loss below Rs 3500 for target of Rs 4250 levels.

HDFC Life Insurance: Buy | CMP: Rs 477 | Stop loss: Rs 450 | Target: Rs 560 | Return: 17%

From all-time high levels of Rs 646, the stock has seen major correction to touch low of Rs 340. Here, the stock has taken support around its previous consolidation lows i.e. its earlier base. It bounced back from lows to current levels. Price has moved above short term 21-day exponential moving average which was acting as resistance on bounce back during the decline. Volumes have been higher at lower levels indicating accumulation in the stock. Stochastic has given positive crossover with its average on daily chart.

Thus, the stock can be bought at current levels and on dips to Rs 470 with stop loss below Rs 450 for target of Rs 560 levels.

Eicher Motors: Sell | LTP: Rs 13158 | Stop loss: Rs 13800 | Target: Rs 11200 | Return: 17%

The stock is in major downtrend forming lower top and lower bottom on weekly chart. It has formed bearish head and shoulders pattern on monthly chart. The stock has broken key support of Rs 15,000. Breakdown has been on high volumes indicating selling pressure in the stock.Momentum indicators are in bearish mode on short term as well as on long term chart. Thus, the stock can be sold at current levels and on rise to Rs 13350 with stop loss above Rs 13800 for target of Rs 11200 levels.

The author is Head of Technical and Derivatives, Sanctum Wealth Management.

: The views and investment tips expressed by investment experts on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.​",https://www.moneycontrol.com/news/business/stocks/nifty-likely-to-trade-in-8000-9000-range-5-stocks-for-1-3-months-investment-5124851.html
51,"April 09, 2020 01:40 PM IST",1,Kshitij Anand,Bulls make a comeback as Sensex reclaims 31k; 4 factors leading the rally,"Sectorally, the rally was seen in auto, telecom, banks, IT, consumer discretionary, finance, healthcare, industrials and consumer durable space.
Strong global cues, and expectations of further stimulus measures from the Indian Government as well as central bankers across the world are boosting sentiment, suggest experts.
“The government is likely to unveil a second stimulus package in the coming days to focus on the help of MSME.
One of the big factors which fuelled optimism in global markets is the comment made by the US President on opening up the economy.
So far from the month of April, they have remained net sellers for about Rs 400 crore.","Sectorally, the rally was seen in auto, telecom, consumer discretionary, finance, healthcare, and consumer durable space.","Bulls fuelled a smart rally which pushed the S&P BSE Sensex beyond 31,000 in trade on April 9, the last trading day for the week, while the Nifty50 reclaimed 9,100 levels.

At close, the BSE Sensex rallied 1,265.66 points or 4.23 percent to 31,159.62 and the Nifty50 climbed 363.15 points or 4.15 percent to 9,111.90.

For the week, the benchmark indices surged nearly 13 percent each.

Sectorally, the rally was seen in auto, telecom, banks, IT, consumer discretionary, finance, healthcare, industrials and consumer durable space.

Strong global cues, and expectations of further stimulus measures from the Indian Government as well as central bankers across the world are boosting sentiment, suggest experts.

“Market closed on a firm note amid gains in global, and Asian peers on hopes that the COVID-19 pandemic is nearing a peak in major hotspots countries and that governments would roll out more stimulus measures,” Sundar Sanmukhani, Head of Fundamental Research Desk at Choice Broking said.

“The government is likely to unveil a second stimulus package in the coming days to focus on the help of MSME. Sectorally, all indices were trading in green with auto and pharma index leasing the rally,” he said.

We have collated a list of factors that could be driving optimism on D-Street:

Strong Global Cues:

Tracking strong close in the US markets, Asian shares also started on a firm footing on hopes the COVID-19 pandemic is nearing a peak and that governments would roll out more stimulus measures.

New York Governor Andrew Cuomo said the state’s efforts at social distancing were working in getting the virus under control in one of the biggest hotspots in the country, said a Reuters report.

Shares in China, where the novel coronavirus first emerged late last year, rose 0.37 percent. Australian shares were up 3.46 percent. Hong Kong's Hang Seng was up 1.38 percent and South Korea's Kospi gained 1.61 percent.

European markets too traded higher with Germany's DAX rising 0.4 percent and Britain's FTSE up 0.65 percent at the time of updating this copy.

Investors will keep a close eye on stimulus measures likely to be announced by the government and the possibility of extension of lockdown amid rising numbers of coronavirus cases, suggest experts.

A second stimulus package India is poised to announce in the coming days will be worth around 1 trillion rupees ($13 billion) and focus on help for small and medium businesses weathering the coronavirus outbreak, two senior officials said on Wednesday, said a Reuters report.

Last month, India outlined a Rs 1.7 lakh cr economic stimulus plan providing direct cash transfers and food security measures to give relief to millions of poor hit by an ongoing 21-day nationwide lockdown.

The official which Reuters spoke to said that a separate package could be announced for bigger companies after assessing the extent of the hit they have faced due to the lockdown imposed to fight the outbreak. Although, a finance ministry spokesman declined to comment on the report published by Reuters.

One of the big factors which fuelled optimism in global markets is the comment made by the US President on opening up the economy.

US President Donald Trump said on Wednesday he would like to reopen the US economy with a “big bang” but that the death toll from the coronavirus needs to be on the downslope before that can happen, said a Reuters report.

Trump did not give a timeframe on when he would like to reopen the economy, but his chief economic adviser, Larry Kudlow, said on Tuesday it was possible this could happen in four to eight weeks, added the report.

After pulling out more than Rs 60,000 crore from the cash segment of the Indian equity markets, foreign investors turned net buyers in the last two sessions pouring in more than Rs 2,600 crore, provisional data showed.

So far from the month of April, they have remained net sellers for about Rs 400 crore. FPI has been net sellers in the cash segment in January, February, as well as March, provisional data showed on Moneycontrol.com.",https://www.moneycontrol.com/news/business/markets/bulls-make-a-comeback-as-sensex-reclaims-31k-4-factors-leading-the-rally-5126261.html
52,"April 09, 2020 10:29 AM IST",1,Kshitij Anand,Don't miss out! Motilal Oswal names 15 firms that are potential buyback candidates,"Top companies with comfortable cash positions could turn out to be potential buyback candidates.
However, the applicability of recent buyback tax makes the promoters wary of going ahead with buybacks,” Umesh Mehta, Head of Research, Samco Securities told Moneycontrol.
Following the sharp correction in stock prices since Feb’20 and the multi-year low trailing valuations, Motilal Oswal analyzed and identified companies with strong cash positions and those that are potential buyback candidates.
MOFSL scanned through its coverage universe through the lens of (1) Debt/Equity, (2) Net-cash/market-cap, (3) High pay-out ratios, (4) and Trailing Valuations to come out with names which could be potential buyback candidates.
Thus, companies having net cash greater than 10 percent of their net worth for FY19 and FY20E can finance buybacks through cash and cash equivalents, said the Motilal Oswal note.",Companies having net cash greater than 10 percent of their net worth for FY19 and FY20E can finance buybacks through cash and cash equivalents.,"Indian market is down by about 30 percent from its recent high which has pushed many good bluechip stocks to trade at multi-year low trailing valuations. Top companies with comfortable cash positions could turn out to be potential buyback candidates.

Amid the market mayhem due to the COVID-19 outbreak, prominent companies such as Sun Pharma, Dalmia Bharat, NIIT Technologies, Granules India, Emami, Motilal Oswal Financial Services, Thomas Cook, Sterlite Technologies, Delta Corp, GHCL, and Ramkrishna Forging have announced buybacks recently.

The fall of Nifty from an all-time high of 12,400 to the recent swing low of 7,511 on March 24 has created a scenario where most of the stocks are trading at hefty discounts or below their intrinsic value.

“It is said that probably the best possible use of cash by businesses is when stocks can be bought below its intrinsic value – this applies to buybacks as well. However, the applicability of recent buyback tax makes the promoters wary of going ahead with buybacks,” Umesh Mehta, Head of Research, Samco Securities told Moneycontrol.

“It is best suited for the promoters to increase their holdings where possible. And if the promoters are of the view that the business is currently trading way below their intrinsic value, they may give a heads up for a buyback,” he said.

Following the sharp correction in stock prices since Feb’20 and the multi-year low trailing valuations, Motilal Oswal analyzed and identified companies with strong cash positions and those that are potential buyback candidates.

MOFSL scanned through its coverage universe through the lens of (1) Debt/Equity, (2) Net-cash/market-cap, (3) High pay-out ratios, (4) and Trailing Valuations to come out with names which could be potential buyback candidates.

Consumer, Technology and the Automobile sectors fit the bill perfectly in the aforementioned criteria. Additionally, MOSL ran two screens to highlight potential buyback candidates by considering companies that have (a) higher probability of returning cash to their shareholders, and (b) earnings/cash yield >6.5%.

Looking at companies that have higher net cash on the balance sheet and sustainable cash generation abilities throw up 15 names that include companies like ITC, Coal India, Maruti Suzuki, Bajaj Auto, Eicher Motors, NMDC, and ACC, etc. among others.

Companies where valuation have declined greater than 35 percent of their 5-year average (P/E for Consumer, Media, Logistics, Healthcare, Technology, Others, Auto, Retail and Telecom, and P/B for Capital Goods, Oil and Gas, Metals, Cement, Utilities and Infra).

A company can opt for buyback up to 10 percent of its net worth without a special resolution being passed and it can buy back up to 25 percent of net worth post a special resolution.

Thus, companies having net cash greater than 10 percent of their net worth for FY19 and FY20E can finance buybacks through cash and cash equivalents, said the Motilal Oswal note.

“The recent fall will be a big opportunity for the promoters and cash-rich companies to increase their holding in the company. Buyback from the market will be helpful to arrest the sharp declines and stabilise the price of the stock,” Jashan Arora Director, Master Capital Services told Moneycontrol.

There are 15 companies according to Motilal Oswal study which have an earnings yield and cash yield of over 6.5 percent that include names like ITC, HCL Technologies, Coal India, Bajaj Auto, NMDC, ACC, Bharat Electronics.

Disclaimer: The views and investment tips expressed by experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",https://www.moneycontrol.com/news/business/markets/dont-miss-out-motilal-oswal-names-15-firms-that-are-potential-buyback-candidates-5121271.html
53,"April 09, 2020 09:45 AM IST",1,Rakesh Patil,"IDBI Bank share price rises 10% on stake sell, fund raising report","IDBI Bank share price rose 10 percent in the early trade on April 9 after board approved stake sell in IDBI Federal Life Insurance Company.
The company in its board meeting has approved in principle the proposal to sell company's stake in IDBI Federal Life Insurance Company Limited (IFLI) to the extent of 23-27 percent.
The board has approved the exercise of Call Option on the Bank's Perpetual Tier 1 Bond Series I of Rs 245.10 crore due on June 22, 2020, subject to RBIapproval.
The board also approved the Rupee Bond Borrowing limit of Rs 7,500 crore for FY 2020-21.
At 09:26 hrs, IDBI Bank was quoting at Rs 20.95, up Rs 1.10, or 5.54 percent on the BSE.",The board  approved the Rupee Bond Borrowing limit of Rs 7500 crore for FY 2020-21.,"IDBI Bank share price rose 10 percent in the early trade on April 9 after board approved stake sell in IDBI Federal Life Insurance Company.

The company in its board meeting has approved in principle the proposal to sell company's stake in IDBI Federal Life Insurance Company Limited (IFLI) to the extent of 23-27 percent.

The board has approved the exercise of Call Option on the Bank's Perpetual Tier 1 Bond Series I of Rs 245.10 crore due on June 22, 2020, subject to RBI

approval.

The board also approved the Rupee Bond Borrowing limit of Rs 7,500 crore for FY 2020-21.

It would be borrowed in one or more tranches comprising of additional Tier I Bonds up to Rs 3,000 crore, Basel III Tier 2 bonds up to Rs 3,500 crore and Senior/Infrastructure Bonds up to Rs 1,000 crore by way of private placement during FY 2020-21.

At 09:26 hrs, IDBI Bank was quoting at Rs 20.95, up Rs 1.10, or 5.54 percent on the BSE.",https://www.moneycontrol.com/news/business/stocks/idbi-bank-share-price-rises-10-on-stake-sell-fund-raising-report-5124811.html
54,"April 09, 2020 12:17 PM IST",1,Sunil Matkar,Manali Petro locked in upper circuit as propylene oxide production begins,"Shares of Manali Petrochemicals were locked in 10 percent upper circuit after the company recommenced production of propylene oxide.
The petrochemical company informed exchanges on April 8 that the production of propylene oxide has recommenced on April 7 at its plant 1.
The propylene oxide is the feedstock for propylene glycol which is a pharmaceutical input.
""The decision on resumption of production of the other products will be decided in due course,"" Manali Petrochemicals said in its BSE filing.
On April 3, the company said it has restarted production of propylene glycol at its both the plants.",The propylene oxide is the feedstock for propylene glycol which is a pharmaceutical input.,"Shares of Manali Petrochemicals were locked in 10 percent upper circuit after the company recommenced production of propylene oxide.

The stock has been one of the biggest gainers in the last two weeks, rising 82 percent after seeing a 62 percent correction from January 17 to March 25. It was trading at Rs 16.28 on the BSE, up Rs 1.48 or 10 percent at 1144 hours IST.

The petrochemical company informed exchanges on April 8 that the production of propylene oxide has recommenced on April 7 at its plant 1.

The propylene oxide is the feedstock for propylene glycol which is a pharmaceutical input.

""The decision on resumption of production of the other products will be decided in due course,"" Manali Petrochemicals said in its BSE filing.

On April 3, the company said it has restarted production of propylene glycol at its both the plants.

On account of the COVID-19 situation and 21-day nationwide lockdown from March 25, the plant operations had been shut down from March 27.",https://www.moneycontrol.com/news/business/markets/manali-petro-locked-in-upper-circuit-as-propylene-oxide-production-begins-5125941.html
55,"April 09, 2020 07:51 AM IST",0,Priyanka Roshan,"In pics | Stocks in the news: HDFC Bank, SBI Life, IDBI Bank, NLC India, IndusInd Bank, Ajanta Pharma","Titan Company: Quarter started well, but COVID impacted sales in March.
Jewellery business saw a 5 percent decline.
Watches division grew 1 percent despite impact in March.
Eyewear saw 20 percent decline.
Other businesses saw a growth of 42 percent on a low base.","HDFC Bank, SBI Life, IDBI Bank, NLC India, IndusInd Bank and Ajanta Pharma are among some of the stocks which are in news today.","Titan Company: Quarter started well, but COVID impacted sales in March. Jewellery business saw a 5 percent decline. Watches division grew 1 percent despite impact in March. Eyewear saw 20 percent decline. Other businesses saw a growth of 42 percent on a low base.",https://www.moneycontrol.com/news/business/stocks/in-pics-stocks-in-the-news-hdfc-bank-sbi-life-idbi-bank-nlc-india-indusind-bank-ajanta-pharma-5123981.html
56,"April 09, 2020 02:18 PM IST",1,Sandip Das,Slideshow | Top 5 stock ideas by BP Equities for 44-118% returns in 12-18 months,"IG Petrochemicals: Buy | CMP: Rs 102 | Target: Rs 223 | Return: 118% - Possibility of further contraction in the margin is minimal and the brokerage sees a positive reversal in margin going forward as spreads improve.
Stock is available at 4.9x FY21E EPS of Rs 20.2.
Value the stock based on a 15-year average P/E of 11x to its FY21E earnings.","La Opala, GM Breweries, IG Petrochemicals, CDSL and BSE are the 5 stocks which BP Equities is recommending for up to 118 percent return.",IG Petrochemicals: Buy | CMP: Rs 102 | Target: Rs 223 | Return: 118% - Possibility of further contraction in the margin is minimal and the brokerage sees a positive reversal in margin going forward as spreads improve. Stock is available at 4.9x FY21E EPS of Rs 20.2. Value the stock based on a 15-year average P/E of 11x to its FY21E earnings.,https://www.moneycontrol.com/news/business/stocks/slideshow-top-5-stock-ideas-by-bp-equities-for-44-118-returns-in-12-18-months-5126171.html
57,"April 09, 2020 07:21 AM IST",1,Nishant Kumar,"Hot Stocks | Here's why HDFC Life, ITC are a buy in the short term","A breakout on either side will give a classical consolidation range pattern breakout and will define the next level for the banking index.
In the case of sharp short-covering and a pennant pattern breakout, Nifty may go to 9,650 level.
ITC | Buy | LTP: Rs 178.60 | Target price: Rs 200 | Stop loss: Rs 165 | Upside: 12%For the last couple of trading sessions, ITC has been sustaining above its horizontal trendline breakout on the daily interval.
The stock is trading above its 21-day exponential moving average and also above its four-week consolidation range on the daily scale.
Traders can short the stock in a range of Rs 995-1,008 for the target of Rs 820 with a stop loss above Rs 1,130 on a daily closing basis.","Once India VIX settles below 70 levels, there will be a decline in volatility. On April 8, India VIX, after hitting intraday low of 46.97, witnessed a sharp rally of almost 10 percent from the day’s low point.","Rohan Patil

After witnessing a positive breakout of a pennant pattern, the benchmark index Nifty went through a sharp decline and left a long trailing trail candle with closing inside the pattern on the daily chart on April 8.

It was a roller-coaster day for the Nifty. Among the sectoral indices, Nifty Pharma, Auto and Media managed to hold the gains while Bank, Financial Services, Realty, Metal and IT remained under pressure.

For the past two trading sessions, the breadth of the market has been in the favour of bulls, for every loser, there were more than three gainers.

Nifty's weekly chart does not seem to be that promising due to its straight vertical fall but momentum oscillator RSI (14) is currently below 30 level and most stocks are showing significant oversold rally, so one cannot negate a sharp oversold rally in benchmark index in coming days.

Once India VIX settles below 70 levels, there will be a decline in volatility.

On April 8, India VIX, after hitting an intraday low of 46.97, witnessed a sharp rally of almost 10 percent from the day’s low point.

Due to this sharp surge in India VIX, the market went through a roller coaster ride on April 8.

We are expecting Bank Nifty to trade in a broad range of 17,000 to 21,500 level.

A breakout on either side will give a classical consolidation range pattern breakout and will define the next level for the banking index.

Current chart formation suggests Nifty may find major support around 8,300 level which is well supported with an upward rising trend line, which is drawn by joining the lows of March 24.

However, on the higher side, the index will continue to face hurdles around 9,150 level. In the case of sharp short-covering and a pennant pattern breakout, Nifty may go to 9,650 level.

Here are three stock recommendations for the next 3-4 weeks:

HDFC Life Insurance Company | Buy | LTP: Rs 477.10 | Target price: Rs 540 | Stop loss: Rs 440 | Upside: 13.20%

The stock seems to have broken its last week’s consolidation range and is currently witnessing a pennant pattern breakout on the daily time frame.

The 200-week exponential moving average is acting as an anchor point and is one of the main reasons for the likely short-term bottom in the stock.

The counter has been forming a base near Rs 440 levels for the last few trading sessions which is supported by momentum oscillator RSI (14) which has rebounded from the oversold zone with positive crossover on a weekly interval.

Traders can accumulate the stock in a range of Rs 475-479 for the target of Rs 540 with a stop loss below Rs 440 on a daily closing basis.

ITC | Buy | LTP: Rs 178.60 | Target price: Rs 200 | Stop loss: Rs 165 | Upside: 12%

For the last couple of trading sessions, ITC has been sustaining above its horizontal trendline breakout on the daily interval.

The stock is trading above its 21-day exponential moving average and also above its four-week consolidation range on the daily scale.

This stock has been forming a base near Rs 165-170 levels for the last few trading sessions which is supported by momentum oscillator RSI (14) which has rebounded from the oversold zone with positive crossover on the weekly interval.

Traders can accumulate the stock in the range of Rs 178–179.50 for the target of Rs 200 with a stop loss below Rs 165 on a daily closing basis.

PVR | Sell | LTP: Rs 1,000.95 | Target price: Rs 820 | Stop loss: Rs 1,130 | Downside: 18.08%

PVR has breached its almost three-week-long consolidation pattern and is currently trading below its support level on a daily timeline.

Majority of indicators and oscillators are negatively poised and looking week.

The stock has drifted below its 50 and 100-day exponential moving average on the weekly timeframe, which indicates bears are in full control to push price lower.

The counter is likely to underperform the benchmark index which is visible on the Relative Strength (RS) indicator on a weekly interval.

Traders can short the stock in a range of Rs 995-1,008 for the target of Rs 820 with a stop loss above Rs 1,130 on a daily closing basis.

(The author is Technical Analyst, Bonanza Portfolio)

The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.",https://www.moneycontrol.com/news/business/markets/hot-stocks-heres-why-hdfc-life-itc-are-a-buy-in-the-short-term-5122861.html
58,"April 09, 2020 11:50 AM IST",1,Sunil Matkar,NLC India share price climbs 7% after mining resumes at Neyveli,"NLC India share price gained 6.7 percent intraday on April 9 after the company resumed mining operations of Neyveli Mines.
It was trading at Rs 46.25 on the BSE, up Rs 1.35, or 3.01 percent, at 1110 hours.
The lignite mining and power generation company informed exchanges on April 8 that the operations at Neyveli Mines were resumed on April 8.
To comply with the 21-day lockdown order, operations at opencast mines at Neyveli, including removal of overburden and mining of lignite, were put on hold, NLC told BSE on March 31.
But since NLC's opencast mines were linked to pit-head thermal power stations, lignite supply was continued from the pit head-stock to maintain the power generation.",The lignite mining and power generation company informed exchanges that operations at Neyveli Mines resumed on April 8.,"NLC India share price gained 6.7 percent intraday on April 9 after the company resumed mining operations of Neyveli Mines.

The stock has rallied 21 percent in the last two weeks after falling 36 percent from March 4. It was trading at Rs 46.25 on the BSE, up Rs 1.35, or 3.01 percent, at 1110 hours.

The lignite mining and power generation company informed exchanges on April 8 that the operations at Neyveli Mines were resumed on April 8.

To comply with the 21-day lockdown order, operations at opencast mines at Neyveli, including removal of overburden and mining of lignite, were put on hold, NLC told BSE on March 31.

But since NLC's opencast mines were linked to pit-head thermal power stations, lignite supply was continued from the pit head-stock to maintain the power generation.",https://www.moneycontrol.com/news/business/markets/nlc-india-share-price-climbs-7-after-mining-resumes-at-neyveli-5125831.html
59,"April 09, 2020 12:52 PM IST",1,Sunil Matkar,Aurobindo Pharma share price jumps 6% on USFDA nod for antidepressant,"Use of Kaletra was allowed based on the fact that previous studies suggested Kaletra, as effective in preventing SARS from maturing and replicating.
Aurobindo Pharma share price rallied more than 6 percent intraday on April 9 after the company received approval from the US health regulator for an antidepressant drug.
At 1209 hours, it was quoting at Rs 462.15, up Rs 23.90, or 5.45 percent, on the BSE.
Not only Aurobindo but the entire pharma sector has been buzzing for more than two weeks now.
Aurobindo Pharma had received the final approval from the US Food and Drug Administration (USFDA) to manufacture and market Fluoxetine tablets in 10 mg and 20 mg strengths, the company said in a BSE filing.",Aurobindo said this was the first ANDA to be approved out of APL Healthcare formulation facility in Hyderabad.,"Q. The Drug controller general of India has allowed restricted use of Kaletra the combination of medications lopinavir and ritonavir, for treating those affected by novel coronavirus after the Indian Council of Medical Research (ICMR) sought an emergency approval for the same. Use of Kaletra was allowed based on the fact that previous studies suggested Kaletra, as effective in preventing SARS from maturing and replicating. It has already achieved good results in China and Japan in curing Coronavirus. What was Lopinavir and Ritonavir originally used for?

Aurobindo Pharma share price rallied more than 6 percent intraday on April 9 after the company received approval from the US health regulator for an antidepressant drug.

The stock has gained 58 percent after dropping to Rs 294.7 on March 23, the lowest since May 2014. At 1209 hours, it was quoting at Rs 462.15, up Rs 23.90, or 5.45 percent, on the BSE.

Not only Aurobindo but the entire pharma sector has been buzzing for more than two weeks now.

Aurobindo Pharma had received the final approval from the US Food and Drug Administration (USFDA) to manufacture and market Fluoxetine tablets in 10 mg and 20 mg strengths, the company said in a BSE filing.

Fluoxetine tablets are generic version of Eli Lilly's Prozac' tablets.

The company said the product will be launched in April 2020 and has an estimated market size of $42 million for the 12 months ending February 2020, according to IQVIA.

Fluoxetine is indicated for the acute and maintenance treatment of major depressive disorders in adult patients and in children aged between 8 and 18.

This was the first ANDA to be approved out of APL Healthcare formulation facility in Hyderabad, India, for oral products, it said.",https://www.moneycontrol.com/news/business/markets/aurobindo-pharma-share-price-jumps-6-on-usfda-nod-for-antidepressant-5126111.html
60,"April 09, 2020 01:51 PM IST",1,Sunil Matkar,"L&T share price gains 3% on fund-raising nod, global orders","Larsen & Toubro share price gained more than 3 percent intraday on April 9 after the board approved fund raising and the company received global contracts.
The stock gained for the fourth consecutive session, rising 7.8 percent, while it rallied 18 percent from 2020's low touched on March 24.
The stock was trading at Rs 819.10, up Rs 11.45, or 1.42 percent on the BSE at 1321 hours.
Further, the power transmission and distribution business of L&T Construction has bagged orders in India and abroad.
Another order was for supplying and installing medium voltage capacitor banks with related accessories under different discoms in Uttar Pradesh, it added.",The power transmission and distribution business of L&T Construction has bagged orders in India and abroad.,"Larsen & Toubro share price gained more than 3 percent intraday on April 9 after the board approved fund raising and the company received global contracts.

The stock gained for the fourth consecutive session, rising 7.8 percent, while it rallied 18 percent from 2020's low touched on March 24. It had corrected 48 percent in two months.

The stock was trading at Rs 819.10, up Rs 11.45, or 1.42 percent on the BSE at 1321 hours.

In its BSE filing, L&T said the board of directors on April 9 approved long-term borrowing up to Rs 9,000 crore, either through external commercial borrowings, term loans, non-convertible debentures or any other instrument as may be appropriate.

Further, the power transmission and distribution business of L&T Construction has bagged orders in India and abroad.

""In Kuwait, we received order to upgrade substations and related power facilities in KNPC's Mina Al Ahmadi oil refinery and in Oman, the division has won a 400 kV grid station order which will be a crucial element in the Sultanate's major transmission initiative to interconnect the grids in the south and north with the PDO Area,"" the engineering and construction major said.

In Egypt, L&T has bagged order to design, supply, construct and commission a 220 kV gas insulated substation, while its renewable subsidiary has won large EPC orders on the domestic and international fronts to establish solar photovoltaic plants totalling more than 500 MW.

""An order has been won to strengthen the urban HT distribution network in Chennai with addition of ring main units and feeder remote terminal units on a total turnkey basis. Also, fully automated, unmanned 33 kV Gas Insulated Substations will be established at select locations,"" company said.

Another order was for supplying and installing medium voltage capacitor banks with related accessories under different discoms in Uttar Pradesh, it added.

In addition, L&T's hydrocarbon engineering division on April 8 received EPCC contract for setting up a new 9 MMTPA atmospheric & vacuum distillation unit (AVU) and allied facilities (EPCC-1 Package) for Barauni refinery capacity expansion project at Indian Oil Corporation's Barauni refinery in Bihar.

On April 7, too, the smart world & communication business of L&T Construction secured an order from the Indian Army for a unified network management system and to manage, support and operate the countrywide armed forces network under the network for spectrum.",https://www.moneycontrol.com/news/business/markets/lt-share-price-gains-3-on-fund-raising-nod-global-orders-5126671.html
